   258	0
   259	0
   260	0
   261	0
   262	0
   263	0
   264	0
   265	0
   266	0
   267	0
   268	0
   269	0
   270	0
   271	0
   272	0
   273	0
   274	79
   275	0
   276	83
   277	1
   278	93
   279	5
   280	0
   281	298
   282	0
   283	0
   284	0
   285	0
   286	0
   287	0
   288	0
   289	0
   290	0
   291	0
   292	0
   293	0
   294	0
   295	0
   296	0
   297	2
   298	1
   299	26
   300	0
   301	0
   302	0
   303	54
   304	213
   305	0
   306	0
   307	0
   308	10
   309	0
   310	0
   311	0
   312	0
   313	0
   314	183
   315	0
   316	111
   317	0
   318	0
   319	131
   320	0
   321	10
   322	0
   323	0
   324	225
   325	0
   326	0
   327	0
   328	0
   329	0
   330	0
   331	0
   332	0
   333	0
   334	0
   335	0
   336	7
   337	0
   338	12
   339	34
   340	0
   341	0
   342	0
   343	132
   344	0
   345	0
   346	135
   347	0
   348	10
   349	0
   350	0
   351	0
   352	0
   353	0
   354	0
   355	0
   356	0
   357	0
   358	0
   359	361
   360	371
   361	274
   362	120
   363	219
   364	0
   365	0
   366	0
   367	0
   368	0
   369	0
   370	140
   371	45
   372	0
   373	0
   374	0
   375	0
   376	0
   377	62
   378	62
   379	41
   380	38
   381	0
   382	0
   383	0
   384	0
   385	52
   386	48
   387	0
   388	23
   389	0
   390	0
   391	49
   392	221
   393	0
   394	0
   395	0
   396	0
   397	0
   398	0
   399	0
   400	0
   401	0
   402	0
   403	0
   404	0
   405	0
   406	47
   407	0
   408	0
   409	0
   410	0
   411	0
   412	0
   413	0
   414	0
   415	645
   416	0
   417	0
   418	0
   419	194
   420	0
   421	0
   422	0
   423	0
   424	0
   425	82
   426	0
   427	0
   428	0
   429	0
   430	90
   431	0
   432	86
   433	0
   434	0
   435	0
   436	0
   437	6
   438	155
   439	0
   440	3
   441	0
   442	151
   443	0
   444	0
   445	0
   446	51
   447	187
   448	0
   449	0
   450	507
   451	0
   452	81
   453	37
   454	89
   455	0
   456	103
   457	0
   458	103
   459	96
   460	0
   461	0
   462	0
   463	0
   464	0
   465	0
   466	0
   467	2
   468	0
   469	22
   470	2
   471	2
   472	7
   473	296
   474	0
   475	0
   476	360
   477	0
   478	0
   479	291
   480	0
   481	191
   482	0
   483	0
   484	0
   485	0
   486	0
   487	0
   488	0
   489	0
   490	0
   491	219
   492	0
   493	0
   494	0
   495	0
   496	0
   497	0
   498	0
   499	82
   500	40
   501	0
   502	0
   503	190
   504	79
   505	0
   506	0
   507	0
   508	0
   509	0
   510	0
   511	0
   512	61
   513	69
   514	68
   515	68
   516	107
   517	88
   518	0
   519	38
   520	0
   521	0
   522	0
   523	0
   524	0
   525	0
   526	0
   527	96
   528	70
   529	79
   530	0
   531	0
   532	0
   533	0
   534	0
   535	32
   536	0
   537	0
   538	0
   539	48
   540	0
   541	0
   542	0
   543	0
   544	0
   545	0
   546	0
   547	0
   548	0
   549	0
   550	0
   551	0
   552	0
   553	0
   554	0
   555	0
   556	0
   557	6
   558	0
   559	11
   560	0
   561	0
   562	0
   563	0
   564	0
   565	25
   566	0
   567	3
   568	0
   569	0
   570	0
   571	0
   572	0
   573	0
   574	0
   575	0
   576	112
   577	46
   578	0
   579	0
   580	0
   581	0
   582	0
   583	27
   584	108
   585	63
   586	82
   587	69
   588	25
   589	17
   590	11
   591	0
   592	20
   593	8
   594	8
   595	16
   596	5
   597	7
   598	0
   599	85
   600	85
   601	0
   602	0
   603	0
   604	0
   605	0
   606	45
   607	47
   608	0
   609	0
   610	29
   611	0
   612	0
   613	0
   614	0
   615	78
   616	132
   617	0
   618	0
   619	0
   620	81
   621	48
   622	0
   623	0
   624	0
   625	0
   626	0
   627	11
   628	0
   629	0
   630	0
   631	0
   632	0
   633	0
   634	0
   635	0
   636	0
   637	0
   638	0
   639	0
   640	0
   641	0
   642	0
   643	38
   644	0
   645	0
   646	63
   647	0
   648	0
   649	0
   650	0
   651	0
   652	0
   653	0
   654	0
   655	0
   656	0
   657	72
   658	0
   659	0
   660	0
   661	10
   662	2
   663	0
   664	0
   665	0
   666	0
   667	0
   668	0
   669	0
   670	0
   671	0
   672	0
   673	0
   674	0
   675	0
   676	82
   677	187
   678	0
   679	0
   680	205
   681	0
   682	190
   683	0
   684	0
   685	0
   686	0
   687	0
   688	0
   689	0
   690	19
   691	0
   692	256
   693	382
   694	361
   695	0
   696	0
   697	0
   698	0
   699	0
   700	0
   701	0
   702	708
   703	708
   704	0
   705	0
   706	0
   707	0
   708	0
   709	369
   710	146
   711	0
   712	0
   713	0
   714	0
   715	387
   716	382
   717	0
   718	0
   719	0
   720	0
   721	0
   722	0
   723	0
   724	0
   725	49
   726	0
   727	0
   728	0
   729	0
   730	0
   731	0
   732	0
   733	0
   734	0
   735	0
   736	0
   737	0
   738	0
   739	0
   740	0
   741	116
   742	196
   743	0
   744	0
   745	133
   746	0
   747	0
   748	0
   749	0
   750	0
   751	0
   752	188
   753	165
   754	0
   755	0
   756	113
   757	0
   758	0
   759	0
   760	0
   761	0
   762	0
   763	232
   764	0
   765	0
   766	0
   767	0
   768	18
   769	0
   770	0
   771	0
   772	0
   773	0
   774	0
   775	0
   776	0
   777	0
   778	0
   779	0
   780	0
   781	0
   782	0
   783	96
   784	94
   785	0
   786	0
   787	108
   788	0
   789	1377
   790	32
   791	0
   792	34
   793	0
   794	0
   795	32
   796	30
   797	30
   798	0
   799	45
   800	0
   801	0
   802	0
   803	0
   804	0
   805	0
   806	0
   807	0
   808	5
   809	1
   810	40
   811	0
   812	44
   813	136
   814	115
   815	0
   816	0
   817	0
   818	0
   819	0
   820	0
   821	0
   822	873
   823	0
   824	0
   825	0
   826	0
   827	0
   828	0
   829	0
   830	0
   831	0
   832	0
   833	19
   834	0
   835	66
   836	0
   837	0
   838	370
   839	12
   840	80
   841	0
   842	0
   843	8
   844	45
   845	0
   846	0
   847	0
   848	0
   849	0
   850	0
   851	0
   852	0
   853	0
   854	0
   855	0
   856	0
   857	0
   858	0
   859	89
   860	0
   861	0
   862	0
   863	0
   864	12
   865	12
   866	0
   867	0
   868	0
   869	0
   870	0
   871	0
   872	0
   873	226
   874	134
   875	134
   876	0
   877	3
   878	0
   879	0
   880	0
   881	0
   882	0
   883	0
   884	0
   885	0
   886	0
   887	0
   888	0
   889	0
   890	0
   891	0
   892	0
   893	0
   894	0
   895	0
   896	0
   897	0
   898	0
   899	0
   900	0
   901	71
   902	31
   903	0
   904	0
   905	0
   906	0
   907	37
   908	0
   909	1
   910	34
   911	45
   912	124
   913	0
   914	0
   915	0
   916	0
   917	0
   918	0
   919	0
   920	0
   921	0
   922	0
   923	0
   924	221
   925	8
   926	0
   927	127
   928	5
   929	0
   930	0
   931	0
   932	0
   933	0
   934	0
   935	0
   936	0
   937	0
   938	0
   939	0
   940	0
   941	150
   942	0
   943	0
   944	0
   945	6080
   946	0
   947	0
   948	0
   949	0
   950	3
   951	0
   952	0
   953	0
   954	0
   955	0
   956	0
   957	88
   958	0
   959	0
   960	0
   961	0
   962	34
   963	38
   964	0
   965	0
   966	0
   967	40
   968	40
   969	21
   970	21
   971	0
   972	99
   973	99
   974	0
   975	56
   976	0
   977	54
   978	0
   979	0
   980	0
   981	0
   982	0
   983	0
   984	0
   985	0
   986	0
   987	0
   988	0
   989	2
   990	198
   991	0
   992	1
   993	88
   994	28
   995	0
   996	0
   997	0
   998	0
   999	0
  1000	0
  1001	0
  1002	0
  1003	0
  1004	0
  1005	0
  1006	8
  1007	0
  1008	0
  1009	0
  1010	0
  1011	0
  1012	0
  1013	0
  1014	0
  1015	0
  1016	0
  1017	0
  1018	24
  1019	0
  1020	0
  1021	0
  1022	53
  1023	83
  1024	0
  1025	11
  1026	0
  1027	0
  1028	0
  1029	0
  1030	33
  1031	0
  1032	0
  1033	50
  1034	56
  1035	49
  1036	0
  1037	0
  1038	0
  1039	0
  1040	0
  1041	120
  1042	0
  1043	0
  1044	0
  1045	51
  1046	0
  1047	0
  1048	162
  1049	0
  1050	0
  1051	0
  1052	0
  1053	0
  1054	0
  1055	0
  1056	0
  1057	0
  1058	1173
  1059	0
  1060	0
  1061	0
  1062	0
  1063	10
  1064	935
  1065	0
  1066	0
  1067	12
  1068	12
  1069	0
  1070	20
  1071	20
  1072	0
  1073	0
  1074	0
  1075	0
  1076	54
  1077	0
  1078	0
  1079	0
  1080	5
  1081	0
  1082	0
  1083	0
  1084	152
  1085	0
  1086	0
  1087	0
  1088	0
  1089	0
  1090	6
  1091	0
  1092	170
  1093	0
  1094	0
  1095	0
  1096	0
  1097	0
  1098	0
  1099	0
  1100	0
  1101	0
  1102	0
  1103	0
  1104	15
  1105	15
  1106	0
  1107	0
  1108	295
  1109	0
  1110	0
  1111	0
  1112	0
  1113	4
  1114	0
  1115	249
  1116	232
  1117	0
  1118	0
  1119	0
  1120	0
  1121	0
  1122	0
  1123	0
  1124	0
  1125	0
  1126	0
  1127	0
  1128	0
  1129	155
  1130	0
  1131	0
  1132	139
  1133	0
  1134	0
  1135	0
  1136	94
  1137	0
  1138	72
  1139	0
  1140	0
  1141	259
  1142	95
  1143	0
  1144	0
  1145	0
  1146	0
  1147	0
  1148	0
  1149	0
  1150	0
  1151	0
  1152	0
  1153	0
  1154	0
  1155	0
  1156	0
  1157	83
  1158	90
  1159	10
  1160	0
  1161	0
  1162	0
  1163	0
  1164	0
  1165	0
  1166	0
  1167	0
  1168	0
  1169	0
  1170	728
  1171	0
  1172	340
  1173	6
  1174	198
  1175	0
  1176	0
  1177	0
  1178	0
  1179	0
  1180	0
  1181	0
  1182	0
  1183	0
  1184	31
  1185	0
  1186	110
  1187	0
  1188	0
  1189	0
  1190	0
  1191	0
  1192	1183
  1193	0
  1194	0
  1195	0
  1196	0
  1197	0
  1198	0
  1199	0
  1200	387
  1201	0
  1202	0
  1203	0
  1204	35
  1205	0
  1206	49
  1207	0
  1208	0
  1209	0
  1210	0
  1211	39
  1212	11
  1213	39
  1214	30
  1215	0
  1216	0
  1217	1
  1218	28
  1219	0
  1220	0
  1221	0
  1222	29
  1223	0
  1224	0
  1225	0
  1226	0
  1227	0
  1228	0
  1229	250
  1230	189
  1231	248
  1232	59
  1233	0
  1234	0
  1235	0
  1236	39
  1237	0
  1238	6
  1239	0
  1240	0
  1241	197
  1242	0
  1243	0
  1244	0
  1245	89
  1246	0
  1247	0
  1248	266
  1249	0
  1250	0
  1251	0
  1252	0
  1253	0
  1254	0
  1255	0
  1256	0
  1257	0
  1258	11
  1259	0
  1260	56
  1261	0
  1262	0
  1263	0
  1264	2049
  1265	0
  1266	0
  1267	0
  1268	208
  1269	0
  1270	0
  1271	209
  1272	0
  1273	195
  1274	0
  1275	0
  1276	63
  1277	63
  1278	0
  1279	0
  1280	0
  1281	0
  1282	67
  1283	0
  1284	0
  1285	0
  1286	0
  1287	0
  1288	0
  1289	0
  1290	0
  1291	0
  1292	0
  1293	0
  1294	0
  1295	0
  1296	0
  1297	0
  1298	2
  1299	0
  1300	0
  1301	51
  1302	0
  1303	56
  1304	0
  1305	0
  1306	0
  1307	0
  1308	0
  1309	0
  1310	0
  1311	0
  1312	0
  1313	0
  1314	0
  1315	88
  1316	0
  1317	2
  1318	0
  1319	0
  1320	726
  1321	936
  1322	0
  1323	0
  1324	901
  1325	495
  1326	889
  1327	0
  1328	1032
  1329	0
  1330	0
  1331	681
  1332	0
  1333	545
  1334	0
  1335	626
  1336	545
  1337	310
  1338	629
  1339	0
  1340	0
  1341	903
  1342	0
  1343	11
  1344	0
  1345	0
  1346	0
  1347	107
  1348	0
  1349	410
  1350	0
  1351	0
  1352	0
  1353	0
  1354	0
  1355	0
  1356	0
  1357	0
  1358	0
  1359	120
  1360	0
  1361	0
  1362	0
  1363	0
  1364	0
  1365	0
  1366	0
  1367	0
  1368	0
  1369	0
  1370	0
  1371	0
  1372	0
  1373	0
  1374	0
  1375	0
  1376	0
  1377	0
  1378	0
  1379	0
  1380	0
  1381	0
  1382	0
  1383	0
  1384	0
  1385	0
  1386	0
  1387	0
  1388	0
  1389	0
  1390	0
  1391	0
  1392	0
  1393	0
  1394	0
  1395	0
  1396	0
  1397	0
  1398	0
  1399	0
  1400	0
  1401	0
  1402	0
  1403	0
  1404	118
  1405	0
  1406	0
  1407	209
  1408	0
  1409	0
  1410	0
  1411	0
  1412	0
  1413	0
  1414	0
  1415	0
  1416	0
  1417	0
  1418	0
  1419	40
  1420	0
  1421	0
  1422	0
  1423	0
  1424	0
  1425	0
  1426	0
  1427	0
  1428	0
  1429	0
  1430	0
  1431	0
  1432	0
  1433	0
  1434	0
  1435	0
  1436	0
  1437	0
  1438	0
  1439	0
  1440	0
  1441	0
  1442	0
  1443	0
  1444	0
  1445	0
  1446	0
  1447	0
  1448	0
  1449	0
  1450	0
  1451	0
  1452	0
  1453	0
  1454	0
  1455	0
  1456	0
  1457	3
  1458	66
  1459	0
  1460	0
  1461	29
  1462	92
  1463	0
  1464	0
  1465	0
  1466	220
  1467	0
  1468	0
  1469	0
  1470	0
  1471	0
  1472	0
  1473	0
  1474	51
  1475	29
  1476	14
  1477	0
  1478	0
  1479	145
  1480	0
  1481	0
  1482	0
  1483	0
  1484	0
  1485	539
  1486	0
  1487	0
  1488	0
  1489	472
  1490	384
  1491	0
  1492	0
  1493	0
  1494	0
  1495	0
  1496	0
  1497	0
  1498	0
  1499	0
  1500	0
  1501	0
  1502	0
  1503	0
  1504	0
  1505	8
  1506	8
  1507	0
  1508	0
  1509	0
  1510	0
  1511	0
  1512	0
  1513	37
  1514	0
  1515	0
  1516	0
  1517	0
  1518	83
  1519	0
  1520	0
  1521	130
  1522	98
  1523	0
  1524	245
  1525	222
  1526	0
  1527	0
  1528	0
  1529	30
  1530	0
  1531	0
  1532	0
  1533	106
  1534	46
  1535	0
  1536	0
  1537	0
  1538	0
  1539	0
  1540	0
  1541	0
  1542	0
  1543	0
  1544	0
  1545	0
  1546	0
  1547	45
  1548	0
  1549	280
  1550	0
  1551	280
  1552	303
  1553	0
  1554	0
  1555	259
  1556	0
  1557	0
  1558	6
  1559	194
  1560	0
  1561	0
  1562	127
  1563	0
  1564	0
  1565	245
  1566	0
  1567	0
  1568	0
  1569	0
  1570	0
  1571	61
  1572	0
  1573	62
  1574	96
  1575	0
  1576	12
  1577	35
  1578	0
  1579	320
  1580	0
  1581	0
  1582	0
  1583	0
  1584	0
  1585	0
  1586	0
  1587	213
  1588	15
  1589	0
  1590	0
  1591	0
  1592	0
  1593	0
  1594	0
  1595	0
  1596	0
  1597	0
  1598	0
  1599	0
  1600	31
  1601	0
  1602	0
  1603	0
  1604	0
  1605	0
  1606	2
  1607	8
  1608	12
  1609	18
  1610	0
  1611	308
  1612	15
  1613	324
  1614	40
  1615	120
  1616	0
  1617	136
  1618	134
  1619	0
  1620	0
  1621	38
  1622	88
  1623	87
  1624	65
  1625	0
  1626	82
  1627	0
  1628	0
  1629	0
  1630	0
  1631	0
  1632	0
  1633	0
  1634	142
  1635	0
  1636	0
  1637	17
  1638	0
  1639	0
  1640	0
  1641	31
  1642	0
  1643	0
  1644	0
  1645	0
  1646	0
  1647	0
  1648	0
  1649	0
  1650	0
  1651	17
  1652	0
  1653	0
  1654	0
  1655	0
  1656	107
  1657	0
  1658	0
  1659	0
  1660	0
  1661	0
  1662	0
  1663	0
  1664	0
  1665	0
  1666	0
  1667	0
  1668	38
  1669	962
  1670	0
  1671	43
  1672	73
  1673	61
  1674	0
  1675	0
  1676	0
  1677	0
  1678	0
  1679	0
  1680	0
  1681	0
  1682	0
  1683	0
  1684	0
  1685	0
  1686	0
  1687	0
  1688	78
  1689	81
  1690	4
  1691	9
  1692	0
  1693	0
  1694	16
  1695	0
  1696	0
  1697	0
  1698	0
  1699	0
  1700	0
  1701	0
  1702	0
  1703	0
  1704	0
  1705	0
  1706	0
  1707	0
  1708	0
  1709	0
  1710	0
  1711	0
  1712	0
  1713	0
  1714	0
  1715	0
  1716	0
  1717	0
  1718	0
  1719	0
  1720	0
  1721	0
  1722	0
  1723	0
  1724	0
  1725	0
  1726	0
  1727	54
  1728	0
  1729	68
  1730	0
  1731	0
  1732	872
  1733	0
  1734	0
  1735	87
  1736	0
  1737	1
  1738	145
  1739	145
  1740	145
  1741	0
  1742	0
  1743	0
  1744	1
  1745	0
  1746	18
  1747	0
  1748	0
  1749	7
  1750	0
  1751	0
  1752	0
  1753	0
  1754	218
  1755	0
  1756	0
  1757	0
  1758	0
  1759	31
  1760	0
  1761	26
  1762	0
  1763	0
  1764	0
  1765	0
  1766	0
  1767	62
  1768	61
  1769	82
  1770	0
  1771	0
  1772	220
  1773	0
  1774	0
  1775	0
  1776	0
  1777	0
  1778	16
  1779	0
  1780	152
  1781	60
  1782	0
  1783	0
  1784	0
  1785	80
  1786	0
  1787	80
  1788	0
  1789	77
  1790	0
  1791	0
  1792	0
  1793	0
  1794	0
  1795	0
  1796	0
  1797	0
  1798	0
  1799	0
  1800	292
  1801	142
  1802	0
  1803	125
  1804	5
  1805	0
  1806	0
  1807	0
  1808	0
  1809	0
  1810	0
  1811	0
  1812	0
  1813	0
  1814	0
  1815	0
  1816	131
  1817	0
  1818	0
  1819	0
  1820	0
  1821	0
  1822	23
  1823	0
  1824	0
  1825	0
  1826	0
  1827	0
  1828	0
  1829	0
  1830	0
  1831	0
  1832	0
  1833	0
  1834	0
  1835	0
  1836	22
  1837	26
  1838	7
  1839	0
  1840	0
  1841	0
  1842	0
  1843	0
  1844	0
  1845	0
  1846	0
  1847	0
  1848	0
  1849	121
  1850	0
  1851	0
  1852	0
  1853	0
  1854	88
  1855	53
  1856	0
  1857	0
  1858	0
  1859	0
  1860	0
  1861	0
  1862	0
  1863	0
  1864	26
  1865	21
  1866	0
  1867	15
  1868	12
  1869	0
  1870	0
  1871	0
  1872	65
  1873	0
  1874	0
  1875	0
  1876	0
  1877	0
  1878	0
  1879	0
  1880	19
  1881	0
  1882	0
  1883	0
  1884	0
  1885	0
  1886	0
  1887	0
  1888	0
  1889	0
  1890	0
  1891	0
  1892	0
  1893	160
  1894	0
  1895	153
  1896	0
  1897	0
  1898	0
  1899	0
  1900	0
  1901	0
  1902	87
  1903	0
  1904	0
  1905	0
  1906	0
  1907	0
  1908	0
  1909	64
  1910	0
  1911	0
  1912	0
  1913	0
  1914	0
  1915	0
  1916	134
  1917	0
  1918	0
  1919	180
  1920	5
  1921	0
  1922	0
  1923	0
  1924	28
  1925	0
  1926	0
  1927	13
  1928	34
  1929	0
  1930	0
  1931	0
  1932	45
  1933	35
  1934	0
  1935	0
  1936	0
  1937	0
  1938	68
  1939	0
  1940	150
  1941	0
  1942	0
  1943	0
  1944	0
  1945	0
  1946	0
  1947	2
  1948	0
  1949	0
  1950	0
  1951	96
  1952	0
  1953	0
  1954	0
  1955	0
  1956	0
  1957	0
  1958	0
  1959	0
  1960	6
  1961	0
  1962	0
  1963	0
  1964	0
  1965	0
  1966	0
  1967	3
  1968	0
  1969	0
  1970	0
  1971	0
  1972	0
  1973	0
  1974	0
  1975	0
  1976	0
  1977	0
  1978	0
  1979	0
  1980	105
  1981	0
  1982	103
  1983	0
  1984	0
  1985	1
  1986	0
  1987	46
  1988	0
  1989	0
  1990	0
  1991	0
  1992	0
  1993	0
  1994	61
  1995	0
  1996	0
  1997	121
  1998	0
  1999	124
  2000	174
  2001	0
  2002	0
  2003	0
  2004	0
  2005	0
  2006	0
  2007	0
  2008	0
  2009	0
  2010	24
  2011	0
  2012	0
  2013	0
  2014	0
  2015	0
  2016	1
  2017	0
  2018	0
  2019	0
  2020	0
  2021	0
  2022	0
  2023	0
  2024	1
  2025	0
  2026	0
  2027	9
  2028	0
  2029	0
  2030	0
  2031	0
  2032	0
  2033	0
  2034	0
  2035	0
  2036	0
  2037	45
  2038	0
  2039	0
  2040	0
  2041	0
  2042	0
  2043	0
  2044	0
  2045	0
  2046	0
  2047	0
  2048	57
  2049	37
  2050	32
  2051	19
  2052	0
  2053	20
  2054	0
  2055	0
  2056	0
  2057	9
  2058	9
  2059	9
  2060	9
  2061	9
  2062	0
  2063	0
  2064	0
  2065	4
  2066	0
  2067	0
  2068	5
  2069	0
  2070	1
  2071	1
  2072	12
  2073	33
  2074	0
  2075	0
  2076	0
  2077	42
  2078	0
  2079	0
  2080	0
  2081	0
  2082	0
  2083	0
  2084	0
  2085	0
  2086	129
  2087	0
  2088	0
  2089	31
  2090	0
  2091	0
  2092	71
  2093	0
  2094	0
  2095	0
  2096	0
  2097	0
  2098	0
  2099	0
  2100	57
  2101	99
  2102	0
  2103	0
  2104	0
  2105	0
  2106	0
  2107	152
  2108	273
  2109	0
  2110	0
  2111	0
  2112	0
  2113	0
  2114	0
  2115	0
  2116	0
  2117	0
  2118	0
  2119	0
  2120	0
  2121	0
  2122	42
  2123	0
  2124	0
  2125	0
  2126	0
  2127	0
  2128	0
  2129	0
  2130	0
  2131	0
  2132	0
  2133	0
  2134	5
  2135	30
  2136	0
  2137	0
  2138	0
  2139	0
  2140	0
  2141	0
  2142	0
  2143	0
  2144	0
  2145	0
  2146	0
  2147	136
  2148	38
  2149	0
  2150	0
  2151	0
  2152	244
  2153	0
  2154	0
  2155	0
  2156	0
  2157	78
  2158	31
  2159	82
  2160	0
  2161	0
  2162	0
  2163	0
  2164	110
  2165	0
  2166	0
  2167	0
  2168	0
  2169	183
  2170	0
  2171	0
  2172	0
  2173	0
  2174	0
  2175	0
  2176	0
  2177	0
  2178	0
  2179	67
  2180	0
  2181	0
  2182	0
  2183	0
  2184	0
  2185	0
  2186	0
  2187	0
  2188	0
  2189	0
  2190	0
  2191	0
  2192	0
  2193	0
  2194	0
  2195	5
  2196	5
  2197	23
  2198	0
  2199	0
  2200	0
  2201	0
  2202	0
  2203	0
  2204	43
  2205	0
  2206	0
  2207	0
  2208	0
  2209	52
  2210	0
  2211	0
  2212	0
  2213	0
  2214	0
  2215	7
  2216	0
  2217	0
  2218	151
  2219	71
  2220	174
  2221	0
  2222	0
  2223	0
  2224	0
  2225	0
  2226	101
  2227	0
  2228	0
  2229	366
  2230	366
  2231	0
  2232	0
  2233	0
  2234	0
  2235	0
  2236	7
  2237	0
  2238	0
  2239	0
  2240	0
  2241	127
  2242	0
  2243	310
  2244	0
  2245	306
  2246	0
  2247	0
  2248	0
  2249	0
  2250	0
  2251	0
  2252	0
  2253	0
  2254	0
  2255	0
  2256	56
  2257	53
  2258	58
  2259	0
  2260	46
  2261	0
  2262	0
  2263	0
  2264	0
  2265	0
  2266	0
  2267	0
  2268	0
  2269	0
  2270	42
  2271	0
  2272	0
  2273	86
  2274	0
  2275	0
  2276	0
  2277	0
  2278	12
  2279	0
  2280	0
  2281	0
  2282	0
  2283	0
  2284	31
  2285	0
  2286	0
  2287	0
  2288	0
  2289	0
  2290	50
  2291	49
  2292	0
  2293	0
  2294	0
  2295	4
  2296	0
  2297	0
  2298	0
  2299	0
  2300	0
  2301	0
  2302	0
  2303	5
  2304	0
  2305	0
  2306	0
  2307	0
  2308	0
  2309	0
  2310	83
  2311	30
  2312	0
  2313	0
  2314	141
  2315	54
  2316	0
  2317	0
  2318	6
  2319	0
  2320	0
  2321	0
  2322	0
  2323	0
  2324	15
  2325	0
  2326	0
  2327	10
  2328	0
  2329	0
  2330	0
  2331	0
  2332	0
  2333	0
  2334	0
  2335	0
  2336	0
  2337	0
  2338	35
  2339	0
  2340	134
  2341	2
  2342	0
  2343	0
  2344	0
  2345	0
  2346	366
  2347	483
  2348	0
  2349	0
  2350	0
  2351	447
  2352	401
  2353	401
  2354	217
  2355	0
  2356	0
  2357	216
  2358	48
  2359	270
  2360	203
  2361	0
  2362	320
  2363	323
  2364	0
  2365	0
  2366	420
  2367	0
  2368	2
  2369	0
  2370	27
  2371	0
  2372	0
  2373	0
  2374	0
  2375	0
  2376	0
  2377	0
  2378	0
  2379	0
  2380	0
  2381	0
  2382	0
  2383	0
  2384	0
  2385	0
  2386	0
  2387	0
  2388	0
  2389	0
  2390	0
  2391	0
  2392	0
  2393	28
  2394	8
  2395	7
  2396	0
  2397	31
  2398	0
  2399	0
  2400	0
  2401	0
  2402	0
  2403	0
  2404	0
  2405	0
  2406	0
  2407	0
  2408	0
  2409	0
  2410	84
  2411	0
  2412	0
  2413	0
  2414	0
  2415	0
  2416	0
  2417	0
  2418	82
  2419	96
  2420	10
  2421	98
  2422	0
  2423	0
  2424	0
  2425	0
  2426	0
  2427	0
  2428	0
  2429	0
  2430	0
  2431	0
  2432	0
  2433	63
  2434	0
  2435	0
  2436	0
  2437	0
  2438	0
  2439	59
  2440	104
  2441	0
  2442	256
  2443	0
  2444	0
  2445	0
  2446	115
  2447	14
  2448	0
  2449	0
  2450	3
  2451	0
  2452	67
  2453	16
  2454	54
  2455	0
  2456	0
  2457	0
  2458	193
  2459	0
  2460	0
  2461	0
  2462	0
  2463	0
  2464	0
  2465	138
  2466	0
  2467	0
  2468	0
  2469	93
  2470	109
  2471	0
  2472	0
  2473	189
  2474	0
  2475	0
  2476	0
  2477	0
  2478	41
  2479	0
  2480	87
  2481	43
  2482	0
  2483	45
  2484	0
  2485	29
  2486	0
  2487	0
  2488	7
  2489	5
  2490	0
  2491	0
  2492	0
  2493	0
  2494	0
  2495	0
  2496	0
  2497	0
  2498	38
